ID	Sample.Name	Sample_name	host_subject_id	Date	study_day	SAMPLE_TYPE	Location	run_prefix..exp.	env_material	surcat	Bases
ERR1460744	SAMEA4038167	qiita_sid_10172:10172.4609	Staff 09-C.Hospital Pager.115	6/19/13	115	Hospital Pager	Staff 09-C	HiSeq1_8	surface layer	Staff_Surface	4854721
ERR1460745	SAMEA4038168	qiita_sid_10172:10172.4610	Staff 09-C.Shirt Hem.115	6/19/13	115	Shirt Hem	Staff 09-C	HiSeq1_8	anthropogenic environmental material	Staff_Surface	5193279
ERR1460746	SAMEA4038169	qiita_sid_10172:10172.4611	Staff 09-D.Hand.115	6/19/13	115	Hand	Staff 09-D	HiSeq1_8	sebum	Staff_Skin	4367734
ERR1460747	SAMEA4038170	qiita_sid_10172:10172.4612	Staff 09-D.Nose.115	6/19/13	115	Nose	Staff 09-D	HiSeq1_8	sebum	Staff_Skin	4357603
ERR1460748	SAMEA4038171	qiita_sid_10172:10172.4613	Staff 09-D.Shoe.115	6/19/13	115	Shoe	Staff 09-D	HiSeq1_8	anthropogenic environmental material	Staff_Surface	6368592
ERR1460749	SAMEA4038172	qiita_sid_10172:10172.4614	Staff 09-D.Personal Cell Phone.115	6/19/13	115	Personal Cell Phone	Staff 09-D	HiSeq1_8	surface layer	Staff_Surface	5893265
ERR1460750	SAMEA4038173	qiita_sid_10172:10172.4615	Staff 09-D.Hospital Pager.115	6/19/13	115	Hospital Pager	Staff 09-D	HiSeq1_8	surface layer	Staff_Surface	4184670
ERR1460751	SAMEA4038174	qiita_sid_10172:10172.4616	Staff 09-D.Shirt Hem.115	6/19/13	115	Shirt Hem	Staff 09-D	HiSeq1_8	anthropogenic environmental material	Staff_Surface	4363510
ERR1460752	SAMEA4038175	qiita_sid_10172:10172.4652	S10.Countertop.115	6/19/13	115	Countertop	S10	HiSeq1_8	surface layer	Station_Surface	4849334
ERR1460753	SAMEA4038176	qiita_sid_10172:10172.4653	S10.Computer Mouse.115	6/19/13	115	Computer Mouse	S10	HiSeq1_8	surface layer	Station_Surface	5020129
ERR1460754	SAMEA4038177	qiita_sid_10172:10172.4654	S10.Station Phone.115	6/19/13	115	Station Phone	S10	HiSeq1_8	surface layer	Station_Surface	5054591
ERR1460755	SAMEA4038178	qiita_sid_10172:10172.4655	S10.Chair Armrest.115	6/19/13	115	Chair Armrest	S10	HiSeq1_8	surface layer	Station_Surface	4072814
ERR1460756	SAMEA4038179	qiita_sid_10172:10172.4656	S10.Corridor Floor.115	6/19/13	115	Corridor Floor	S10	HiSeq1_8	surface layer	Station_Surface	6306539
ERR1460757	SAMEA4038180	qiita_sid_10172:10172.4657	S10.Hot Tap Water Faucet Handle.115	6/19/13	115	Hot Tap Water Faucet Handle	S10	HiSeq1_8	surface layer	Station_Surface	5104983
ERR1460758	SAMEA4038181	qiita_sid_10172:10172.4659	Staff 10-A.Hand.115	6/19/13	115	Hand	Staff 10-A	HiSeq1_8	sebum	Staff_Skin	4717585
ERR1460759	SAMEA4038182	qiita_sid_10172:10172.4660	Staff 10-A.Nose.115	6/19/13	115	Nose	Staff 10-A	HiSeq1_8	sebum	Staff_Skin	5218423
ERR1460760	SAMEA4038183	qiita_sid_10172:10172.4661	Staff 10-A.Shoe.115	6/19/13	115	Shoe	Staff 10-A	HiSeq1_8	anthropogenic environmental material	Staff_Surface	3109376
ERR1460761	SAMEA4038184	qiita_sid_10172:10172.4662	Staff 10-A.Personal Cell Phone.115	6/19/13	115	Personal Cell Phone	Staff 10-A	HiSeq1_8	surface layer	Staff_Surface	5237178
ERR1460762	SAMEA4038185	qiita_sid_10172:10172.4663	Staff 10-A.Hospital Pager.115	6/19/13	115	Hospital Pager	Staff 10-A	HiSeq1_8	surface layer	Staff_Surface	2583823
ERR1460763	SAMEA4038186	qiita_sid_10172:10172.4664	Staff 10-A.Shirt Hem.115	6/19/13	115	Shirt Hem	Staff 10-A	HiSeq1_8	anthropogenic environmental material	Staff_Surface	5197942
ERR1460764	SAMEA4038187	qiita_sid_10172:10172.4665	Staff 10-B.Hand.115	6/19/13	115	Hand	Staff 10-B	HiSeq1_8	sebum	Staff_Skin	5692602
ERR1460765	SAMEA4038188	qiita_sid_10172:10172.4666	Staff 10-B.Nose.115	6/19/13	115	Nose	Staff 10-B	HiSeq1_8	sebum	Staff_Skin	4270237
ERR1460766	SAMEA4038189	qiita_sid_10172:10172.4668	Staff 10-B.Personal Cell Phone.115	6/19/13	115	Personal Cell Phone	Staff 10-B	HiSeq1_8	surface layer	Staff_Surface	4771302
ERR1460767	SAMEA4038190	qiita_sid_10172:10172.4669	Staff 10-B.Hospital Pager.115	6/19/13	115	Hospital Pager	Staff 10-B	HiSeq1_8	surface layer	Staff_Surface	4230721
ERR1460768	SAMEA4038191	qiita_sid_10172:10172.4670	Staff 10-B.Shirt Hem.115	6/19/13	115	Shirt Hem	Staff 10-B	HiSeq1_8	anthropogenic environmental material	Staff_Surface	3838543
ERR1460769	SAMEA4038192	qiita_sid_10172:10172.4671	Staff 10-C.Hand.115	6/19/13	115	Hand	Staff 10-C	HiSeq1_8	sebum	Staff_Skin	3959124
ERR1460770	SAMEA4038193	qiita_sid_10172:10172.4672	Staff 10-C.Nose.115	6/19/13	115	Nose	Staff 10-C	HiSeq1_8	sebum	Staff_Skin	5123093
ERR1460771	SAMEA4038194	qiita_sid_10172:10172.4674	Staff 10-C.Personal Cell Phone.115	6/19/13	115	Personal Cell Phone	Staff 10-C	HiSeq1_8	surface layer	Staff_Surface	6369900
ERR1460772	SAMEA4038195	qiita_sid_10172:10172.4675	Staff 10-C.Hospital Pager.115	6/19/13	115	Hospital Pager	Staff 10-C	HiSeq1_8	surface layer	Staff_Surface	4976617
ERR1460773	SAMEA4038196	qiita_sid_10172:10172.4676	Staff 10-C.Shirt Hem.115	6/19/13	115	Shirt Hem	Staff 10-C	HiSeq1_8	anthropogenic environmental material	Staff_Surface	4930593
ERR1460774	SAMEA4038197	qiita_sid_10172:10172.4677	Staff 10-D.Hand.115	6/19/13	115	Hand	Staff 10-D	HiSeq1_8	sebum	Staff_Skin	4122754
ERR1460775	SAMEA4038198	qiita_sid_10172:10172.4678	Staff 10-D.Nose.115	6/19/13	115	Nose	Staff 10-D	HiSeq1_8	sebum	Staff_Skin	6092338
ERR1460776	SAMEA4038199	qiita_sid_10172:10172.4680	Staff 10-D.Personal Cell Phone.115	6/19/13	115	Personal Cell Phone	Staff 10-D	HiSeq1_8	surface layer	Staff_Surface	5281233
ERR1460777	SAMEA4038200	qiita_sid_10172:10172.4681	Staff 10-D.Hospital Pager.115	6/19/13	115	Hospital Pager	Staff 10-D	HiSeq1_8	surface layer	Staff_Surface	3777012
ERR1460778	SAMEA4038201	qiita_sid_10172:10172.4682	Staff 10-D.Shirt Hem.115	6/19/13	115	Shirt Hem	Staff 10-D	HiSeq1_8	anthropogenic environmental material	Staff_Surface	4683818
ERR1460779	SAMEA4038202	qiita_sid_10172:10172.4809	S09.Countertop.122	6/26/13	122	Countertop	S09	HiSeq1_8	surface layer	Station_Surface	4369843
ERR1460780	SAMEA4038203	qiita_sid_10172:10172.4810	S09.Computer Mouse.122	6/26/13	122	Computer Mouse	S09	HiSeq1_8	surface layer	Station_Surface	6719311
ERR1460781	SAMEA4038204	qiita_sid_10172:10172.4811	S09.Station Phone.122	6/26/13	122	Station Phone	S09	HiSeq1_8	surface layer	Station_Surface	12235252
ERR1460782	SAMEA4038205	qiita_sid_10172:10172.4812	S09.Chair Armrest.122	6/26/13	122	Chair Armrest	S09	HiSeq1_8	surface layer	Station_Surface	5272759
ERR1460783	SAMEA4038206	qiita_sid_10172:10172.4813	S09.Corridor Floor.122	6/26/13	122	Corridor Floor	S09	HiSeq1_8	surface layer	Station_Surface	4198459
ERR1460784	SAMEA4038207	qiita_sid_10172:10172.4814	S09.Hot Tap Water Faucet Handle.122	6/26/13	122	Hot Tap Water Faucet Handle	S09	HiSeq1_8	surface layer	Station_Surface	3986336
ERR1460785	SAMEA4038208	qiita_sid_10172:10172.4815	S09.Cold Tap Water Faucet Handle.122	6/26/13	122	Cold Tap Water Faucet Handle	S09	HiSeq1_8	surface layer	Station_Surface	3409556
ERR1460786	SAMEA4038209	qiita_sid_10172:10172.4816	Staff 09-A.Hand.122	6/26/13	122	Hand	Staff 09-A	HiSeq1_8	sebum	Staff_Skin	4573226
ERR1460787	SAMEA4038210	qiita_sid_10172:10172.4817	Staff 09-A.Nose.122	6/26/13	122	Nose	Staff 09-A	HiSeq1_8	sebum	Staff_Skin	3998998
ERR1460788	SAMEA4038211	qiita_sid_10172:10172.4818	Staff 09-A.Shoe.122	6/26/13	122	Shoe	Staff 09-A	HiSeq1_8	anthropogenic environmental material	Staff_Surface	5269363
ERR1460789	SAMEA4038212	qiita_sid_10172:10172.4819	Staff 09-A.Personal Cell Phone.122	6/26/13	122	Personal Cell Phone	Staff 09-A	HiSeq1_8	surface layer	Staff_Surface	3520049
ERR1460790	SAMEA4038213	qiita_sid_10172:10172.4820	Staff 09-A.Hospital Pager.122	6/26/13	122	Hospital Pager	Staff 09-A	HiSeq1_8	surface layer	Staff_Surface	5138162
ERR1460791	SAMEA4038214	qiita_sid_10172:10172.4821	Staff 09-A.Shirt Hem.122	6/26/13	122	Shirt Hem	Staff 09-A	HiSeq1_8	anthropogenic environmental material	Staff_Surface	3397166
ERR1460792	SAMEA4038215	qiita_sid_10172:10172.4822	Staff 09-B.Hand.122	6/26/13	122	Hand	Staff 09-B	HiSeq1_8	sebum	Staff_Skin	4350304
ERR1460793	SAMEA4038216	qiita_sid_10172:10172.4823	Staff 09-B.Nose.122	6/26/13	122	Nose	Staff 09-B	HiSeq1_8	sebum	Staff_Skin	4071588
ERR1460794	SAMEA4038217	qiita_sid_10172:10172.4824	Staff 09-B.Shoe.122	6/26/13	122	Shoe	Staff 09-B	HiSeq1_8	anthropogenic environmental material	Staff_Surface	7109311
ERR1460795	SAMEA4038218	qiita_sid_10172:10172.4825	Staff 09-B.Personal Cell Phone.122	6/26/13	122	Personal Cell Phone	Staff 09-B	HiSeq1_8	surface layer	Staff_Surface	5306605
ERR1460796	SAMEA4038219	qiita_sid_10172:10172.4826	Staff 09-B.Hospital Pager.122	6/26/13	122	Hospital Pager	Staff 09-B	HiSeq1_8	surface layer	Staff_Surface	4598949
ERR1460797	SAMEA4038220	qiita_sid_10172:10172.5098	S10.Countertop.129	7/3/13	129	Countertop	S10	HiSeq1_8	surface layer	Station_Surface	7599647
ERR1460798	SAMEA4038221	qiita_sid_10172:10172.5099	S10.Computer Mouse.129	7/3/13	129	Computer Mouse	S10	HiSeq1_8	surface layer	Station_Surface	6092667
ERR1460799	SAMEA4038222	qiita_sid_10172:10172.5100	S10.Station Phone.129	7/3/13	129	Station Phone	S10	HiSeq1_8	surface layer	Station_Surface	5662232
ERR1460800	SAMEA4038223	qiita_sid_10172:10172.5101	S10.Chair Armrest.129	7/3/13	129	Chair Armrest	S10	HiSeq1_8	surface layer	Station_Surface	4788927
ERR1460801	SAMEA4038224	qiita_sid_10172:10172.5102	S10.Corridor Floor.129	7/3/13	129	Corridor Floor	S10	HiSeq1_8	surface layer	Station_Surface	4685512
ERR1460802	SAMEA4038225	qiita_sid_10172:10172.5103	S10.Hot Tap Water Faucet Handle.129	7/3/13	129	Hot Tap Water Faucet Handle	S10	HiSeq1_8	surface layer	Station_Surface	3727875
ERR1460803	SAMEA4038226	qiita_sid_10172:10172.5104	S10.Cold Tap Water Faucet Handle.129	7/3/13	129	Cold Tap Water Faucet Handle	S10	HiSeq1_8	surface layer	Station_Surface	4404609
ERR1460804	SAMEA4038227	qiita_sid_10172:10172.5105	Staff 10-A.Hand.129	7/3/13	129	Hand	Staff 10-A	HiSeq1_8	sebum	Staff_Skin	5963032
ERR1460805	SAMEA4038228	qiita_sid_10172:10172.5106	Staff 10-A.Nose.129	7/3/13	129	Nose	Staff 10-A	HiSeq1_8	sebum	Staff_Skin	4439738
ERR1460806	SAMEA4038229	qiita_sid_10172:10172.5108	Staff 10-A.Personal Cell Phone.129	7/3/13	129	Personal Cell Phone	Staff 10-A	HiSeq1_8	surface layer	Staff_Surface	5234659
ERR1460807	SAMEA4038230	qiita_sid_10172:10172.5110	Staff 10-A.Shirt Hem.129	7/3/13	129	Shirt Hem	Staff 10-A	HiSeq1_8	anthropogenic environmental material	Staff_Surface	5099654
ERR1460808	SAMEA4038231	qiita_sid_10172:10172.5111	Staff 10-B.Hand.129	7/3/13	129	Hand	Staff 10-B	HiSeq1_8	sebum	Staff_Skin	4075131
ERR1460809	SAMEA4038232	qiita_sid_10172:10172.5112	Staff 10-B.Nose.129	7/3/13	129	Nose	Staff 10-B	HiSeq1_8	sebum	Staff_Skin	4403428
ERR1460810	SAMEA4038233	qiita_sid_10172:10172.5113	Staff 10-B.Shoe.129	7/3/13	129	Shoe	Staff 10-B	HiSeq1_8	anthropogenic environmental material	Staff_Surface	4546009
ERR1460811	SAMEA4038234	qiita_sid_10172:10172.5114	Staff 10-B.Personal Cell Phone.129	7/3/13	129	Personal Cell Phone	Staff 10-B	HiSeq1_8	surface layer	Staff_Surface	3827057
ERR1460812	SAMEA4038235	qiita_sid_10172:10172.5115	Staff 10-B.Hospital Pager.129	7/3/13	129	Hospital Pager	Staff 10-B	HiSeq1_8	surface layer	Staff_Surface	4109591
ERR1460813	SAMEA4038236	qiita_sid_10172:10172.5116	Staff 10-B.Shirt Hem.129	7/3/13	129	Shirt Hem	Staff 10-B	HiSeq1_8	anthropogenic environmental material	Staff_Surface	3176887
ERR1460814	SAMEA4038237	qiita_sid_10172:10172.5117	Staff 10-C.Hand.129	7/3/13	129	Hand	Staff 10-C	HiSeq1_8	sebum	Staff_Skin	3894386
ERR1460815	SAMEA4038238	qiita_sid_10172:10172.5118	Staff 10-C.Nose.129	7/3/13	129	Nose	Staff 10-C	HiSeq1_8	sebum	Staff_Skin	3225515
ERR1460816	SAMEA4038239	qiita_sid_10172:10172.5119	Staff 10-C.Shoe.129	7/3/13	129	Shoe	Staff 10-C	HiSeq1_8	anthropogenic environmental material	Staff_Surface	5770488
ERR1460817	SAMEA4038240	qiita_sid_10172:10172.5120	Staff 10-C.Personal Cell Phone.129	7/3/13	129	Personal Cell Phone	Staff 10-C	HiSeq1_8	surface layer	Staff_Surface	6970040
ERR1460818	SAMEA4038241	qiita_sid_10172:10172.5121	Staff 10-C.Hospital Pager.129	7/3/13	129	Hospital Pager	Staff 10-C	HiSeq1_8	surface layer	Staff_Surface	3891331
ERR1460819	SAMEA4038242	qiita_sid_10172:10172.5122	Staff 10-C.Shirt Hem.129	7/3/13	129	Shirt Hem	Staff 10-C	HiSeq1_8	anthropogenic environmental material	Staff_Surface	2682492
ERR1460820	SAMEA4038243	qiita_sid_10172:10172.5123	Staff 10-D.Hand.129	7/3/13	129	Hand	Staff 10-D	HiSeq1_8	sebum	Staff_Skin	3761514
ERR1460821	SAMEA4038244	qiita_sid_10172:10172.5124	Staff 10-D.Nose.129	7/3/13	129	Nose	Staff 10-D	HiSeq1_8	sebum	Staff_Skin	5572304
ERR1460822	SAMEA4038245	qiita_sid_10172:10172.5125	Staff 10-D.Shoe.129	7/3/13	129	Shoe	Staff 10-D	HiSeq1_8	anthropogenic environmental material	Staff_Surface	5735976
ERR1460823	SAMEA4038246	qiita_sid_10172:10172.5126	Staff 10-D.Personal Cell Phone.129	7/3/13	129	Personal Cell Phone	Staff 10-D	HiSeq1_8	surface layer	Staff_Surface	4031252
ERR1460824	SAMEA4038247	qiita_sid_10172:10172.5127	Staff 10-D.Hospital Pager.129	7/3/13	129	Hospital Pager	Staff 10-D	HiSeq1_8	surface layer	Staff_Surface	4963077
ERR1460825	SAMEA4038248	qiita_sid_10172:10172.5128	Staff 10-D.Shirt Hem.129	7/3/13	129	Shirt Hem	Staff 10-D	HiSeq1_8	anthropogenic environmental material	Staff_Surface	5544175
ERR1460826	SAMEA4038249	qiita_sid_10172:10172.5129	NA.BLANK.129	7/3/13	129	blank control		HiSeq1_8	sterile water		4595836
ERR1460827	SAMEA4038250	qiita_sid_10172:10172.5179	R9016.Glove from Glove Box.133	7/7/13	133	Glove from Glove Box	R9016	HiSeq1_8	surface layer	Glove	4357903
ERR1460828	SAMEA4038251	qiita_sid_10172:10172.5180	R9016.Floor.133	7/7/13	133	Floor	R9016	HiSeq1_8	surface layer	Room_Surface	4676250
ERR1460829	SAMEA4038252	qiita_sid_10172:10172.5186	R10016.Glove from Glove Box.133	7/7/13	133	Glove from Glove Box	R10016	HiSeq1_8	surface layer	Glove	4436850
ERR1460830	SAMEA4038253	qiita_sid_10172:10172.5187	R10016.Floor.133	7/7/13	133	Floor	R10016	HiSeq1_8	surface layer	Room_Surface	5981586
ERR1460831	SAMEA4038254	qiita_sid_10172:10172.5188	R10016.Cold Tap Faucet Handle.133	7/7/13	133	Cold Tap Faucet Handle	R10016	HiSeq1_8	surface layer	Room_Surface	2084825
ERR1460832	SAMEA4038255	qiita_sid_10172:10172.5189	NA.BLANK.133	7/7/13	133	blank control		HiSeq1_8	sterile water		5242445
ERR1460833	SAMEA4038256	qiita_sid_10172:10172.5193	R9016.Bedrail.134	7/8/13	134	Bedrail	R9016	HiSeq1_8	surface layer	Room_Surface	4990398
ERR1460834	SAMEA4038257	qiita_sid_10172:10172.5194	R9016.Glove from Glove Box.134	7/8/13	134	Glove from Glove Box	R9016	HiSeq1_8	surface layer	Glove	3983982
ERR1460835	SAMEA4038258	qiita_sid_10172:10172.5195	R9016.Floor.134	7/8/13	134	Floor	R9016	HiSeq1_8	surface layer	Room_Surface	2914832
ERR1460836	SAMEA4038259	qiita_sid_10172:10172.5196	R9016.Cold Tap Faucet Handle.134	7/8/13	134	Cold Tap Faucet Handle	R9016	HiSeq1_8	surface layer	Room_Surface	3637638
ERR1460837	SAMEA4038260	qiita_sid_10172:10172.5200	R10016.Bedrail.134	7/8/13	134	Bedrail	R10016	HiSeq1_8	surface layer	Room_Surface	4768293
ERR1460838	SAMEA4038261	qiita_sid_10172:10172.5201	R10016.Glove from Glove Box.134	7/8/13	134	Glove from Glove Box	R10016	HiSeq1_8	surface layer	Glove	1790015
ERR1460839	SAMEA4038262	qiita_sid_10172:10172.5202	R10016.Floor.134	7/8/13	134	Floor	R10016	HiSeq1_8	surface layer	Room_Surface	3873239
ERR1460840	SAMEA4038263	qiita_sid_10172:10172.5204	NA.BLANK.134	7/8/13	134	blank control		HiSeq1_8	sterile water		3501931
ERR1460841	SAMEA4038264	qiita_sid_10172:10172.5208	R9016.Bedrail.135	7/9/13	135	Bedrail	R9016	HiSeq1_8	surface layer	Room_Surface	4344931
ERR1460842	SAMEA4038265	qiita_sid_10172:10172.5209	R9016.Glove from Glove Box.135	7/9/13	135	Glove from Glove Box	R9016	HiSeq1_8	surface layer	Glove	4028402
ERR1460843	SAMEA4038266	qiita_sid_10172:10172.5210	R9016.Floor.135	7/9/13	135	Floor	R9016	HiSeq1_8	surface layer	Room_Surface	5846261
ERR1460844	SAMEA4038267	qiita_sid_10172:10172.5211	R9016.Cold Tap Faucet Handle.135	7/9/13	135	Cold Tap Faucet Handle	R9016	HiSeq1_8	surface layer	Room_Surface	5418364
ERR1460845	SAMEA4038268	qiita_sid_10172:10172.5216	R10016.Glove from Glove Box.135	7/9/13	135	Glove from Glove Box	R10016	HiSeq1_8	surface layer	Glove	4919916
ERR1460846	SAMEA4038269	qiita_sid_10172:10172.5217	R10016.Floor.135	7/9/13	135	Floor	R10016	HiSeq1_8	surface layer	Room_Surface	6120358
ERR1460847	SAMEA4038270	qiita_sid_10172:10172.5218	R10016.Cold Tap Faucet Handle.135	7/9/13	135	Cold Tap Faucet Handle	R10016	HiSeq1_8	surface layer	Room_Surface	4925779
ERR1460848	SAMEA4038271	qiita_sid_10172:10172.5219	NA.BLANK.135	7/9/13	135	blank control		HiSeq1_8	sterile water		4914833
ERR1460849	SAMEA4038272	qiita_sid_10172:10172.5227	R9015.Hand.136	7/10/13	136	Hand	R9015	HiSeq1_8	sebum	Patient_Skin	4558558
ERR1460850	SAMEA4038273	qiita_sid_10172:10172.5229	R9015.Axilla.136	7/10/13	136	Axilla	R9015	HiSeq1_8	sebum	Patient_Skin	5359036
ERR1460851	SAMEA4038274	qiita_sid_10172:10172.5230	R9015.Bedrail.136	7/10/13	136	Bedrail	R9015	HiSeq1_8	surface layer	Room_Surface	5013403
ERR1460852	SAMEA4038275	qiita_sid_10172:10172.5231	R9015.Glove from Glove Box.136	7/10/13	136	Glove from Glove Box	R9015	HiSeq1_8	surface layer	Glove	6155298
ERR1460853	SAMEA4038276	qiita_sid_10172:10172.5232	R9015.Floor.136	7/10/13	136	Floor	R9015	HiSeq1_8	surface layer	Room_Surface	5328847
ERR1460854	SAMEA4038277	qiita_sid_10172:10172.5233	R9015.Cold Tap Faucet Handle.136	7/10/13	136	Cold Tap Faucet Handle	R9015	HiSeq1_8	surface layer	Room_Surface	5336644
ERR1460855	SAMEA4038278	qiita_sid_10172:10172.5238	R9016.Glove from Glove Box.136	7/10/13	136	Glove from Glove Box	R9016	HiSeq1_8	surface layer	Glove	4499022
ERR1460856	SAMEA4038279	qiita_sid_10172:10172.5239	R9016.Floor.136	7/10/13	136	Floor	R9016	HiSeq1_8	surface layer	Room_Surface	5216202
ERR1460857	SAMEA4038280	qiita_sid_10172:10172.5240	R9016.Cold Tap Faucet Handle.136	7/10/13	136	Cold Tap Faucet Handle	R9016	HiSeq1_8	surface layer	Room_Surface	4665978
ERR1460858	SAMEA4038281	qiita_sid_10172:10172.5255	S09.Countertop.136	7/10/13	136	Countertop	S09	HiSeq1_8	surface layer	Station_Surface	4522170
ERR1460859	SAMEA4038282	qiita_sid_10172:10172.5256	S09.Computer Mouse.136	7/10/13	136	Computer Mouse	S09	HiSeq1_8	surface layer	Station_Surface	4536289
ERR1460860	SAMEA4038283	qiita_sid_10172:10172.5257	S09.Station Phone.136	7/10/13	136	Station Phone	S09	HiSeq1_8	surface layer	Station_Surface	5166270
ERR1460861	SAMEA4038284	qiita_sid_10172:10172.5258	S09.Chair Armrest.136	7/10/13	136	Chair Armrest	S09	HiSeq1_8	surface layer	Station_Surface	4574443
ERR1460862	SAMEA4038285	qiita_sid_10172:10172.5259	S09.Corridor Floor.136	7/10/13	136	Corridor Floor	S09	HiSeq1_8	surface layer	Station_Surface	5099509
ERR1460863	SAMEA4038286	qiita_sid_10172:10172.5260	S09.Hot Tap Water.136	7/10/13	136	Hot Tap Water	S09	HiSeq1_8	water	Water	4447601
ERR1460864	SAMEA4038287	qiita_sid_10172:10172.5261	S09.Cold Tap Water.136	7/10/13	136	Cold Tap Water	S09	HiSeq1_8	water	Water	4660130
ERR1460865	SAMEA4038288	qiita_sid_10172:10172.5262	Staff 09-A.Hand.136	7/10/13	136	Hand	Staff 09-A	HiSeq1_8	sebum	Staff_Skin	5780365
ERR1460866	SAMEA4038289	qiita_sid_10172:10172.5263	Staff 09-A.Nose.136	7/10/13	136	Nose	Staff 09-A	HiSeq1_8	sebum	Staff_Skin	4975957
ERR1460867	SAMEA4038290	qiita_sid_10172:10172.5264	Staff 09-A.Shoe.136	7/10/13	136	Shoe	Staff 09-A	HiSeq1_8	anthropogenic environmental material	Staff_Surface	4705016
ERR1460868	SAMEA4038291	qiita_sid_10172:10172.5265	Staff 09-A.Personal Cell Phone.136	7/10/13	136	Personal Cell Phone	Staff 09-A	HiSeq1_8	surface layer	Staff_Surface	5413669
ERR1460869	SAMEA4038292	qiita_sid_10172:10172.5267	Staff 09-A.Shirt Hem.136	7/10/13	136	Shirt Hem	Staff 09-A	HiSeq1_8	anthropogenic environmental material	Staff_Surface	4730108
ERR1460870	SAMEA4038293	qiita_sid_10172:10172.5268	Staff 09-B.Hand.136	7/10/13	136	Hand	Staff 09-B	HiSeq1_8	sebum	Staff_Skin	4400615
ERR1460871	SAMEA4038294	qiita_sid_10172:10172.5270	Staff 09-B.Shoe.136	7/10/13	136	Shoe	Staff 09-B	HiSeq1_8	anthropogenic environmental material	Staff_Surface	4475102
ERR1460872	SAMEA4038295	qiita_sid_10172:10172.5271	Staff 09-B.Personal Cell Phone.136	7/10/13	136	Personal Cell Phone	Staff 09-B	HiSeq1_8	surface layer	Staff_Surface	5135549
ERR1460873	SAMEA4038296	qiita_sid_10172:10172.5273	Staff 09-B.Shirt Hem.136	7/10/13	136	Shirt Hem	Staff 09-B	HiSeq1_8	anthropogenic environmental material	Staff_Surface	4998497
ERR1460874	SAMEA4038297	qiita_sid_10172:10172.5274	Staff 09-C.Hand.136	7/10/13	136	Hand	Staff 09-C	HiSeq1_8	sebum	Staff_Skin	4556915
ERR1460875	SAMEA4038298	qiita_sid_10172:10172.5275	Staff 09-C.Nose.136	7/10/13	136	Nose	Staff 09-C	HiSeq1_8	sebum	Staff_Skin	3464408
ERR1460876	SAMEA4038299	qiita_sid_10172:10172.5276	Staff 09-C.Shoe.136	7/10/13	136	Shoe	Staff 09-C	HiSeq1_8	anthropogenic environmental material	Staff_Surface	4789951
ERR1460877	SAMEA4038300	qiita_sid_10172:10172.5277	Staff 09-C.Personal Cell Phone.136	7/10/13	136	Personal Cell Phone	Staff 09-C	HiSeq1_8	surface layer	Staff_Surface	4620942
ERR1460878	SAMEA4038301	qiita_sid_10172:10172.5278	Staff 09-C.Hospital Pager.136	7/10/13	136	Hospital Pager	Staff 09-C	HiSeq1_8	surface layer	Staff_Surface	4116467
ERR1460879	SAMEA4038302	qiita_sid_10172:10172.5279	Staff 09-C.Shirt Hem.136	7/10/13	136	Shirt Hem	Staff 09-C	HiSeq1_8	anthropogenic environmental material	Staff_Surface	4459565
ERR1460880	SAMEA4038303	qiita_sid_10172:10172.5280	Staff 09-D.Hand.136	7/10/13	136	Hand	Staff 09-D	HiSeq1_8	sebum	Staff_Skin	6971361
ERR1460881	SAMEA4038304	qiita_sid_10172:10172.5281	Staff 09-D.Nose.136	7/10/13	136	Nose	Staff 09-D	HiSeq1_8	sebum	Staff_Skin	4859566
ERR1460882	SAMEA4038305	qiita_sid_10172:10172.5282	Staff 09-D.Shoe.136	7/10/13	136	Shoe	Staff 09-D	HiSeq1_8	anthropogenic environmental material	Staff_Surface	5753845
ERR1460883	SAMEA4038306	qiita_sid_10172:10172.5283	Staff 09-D.Personal Cell Phone.136	7/10/13	136	Personal Cell Phone	Staff 09-D	HiSeq1_8	surface layer	Staff_Surface	5498810
ERR1460884	SAMEA4038307	qiita_sid_10172:10172.5284	Staff 09-D.Hospital Pager.136	7/10/13	136	Hospital Pager	Staff 09-D	HiSeq1_8	surface layer	Staff_Surface	3903747
ERR1460885	SAMEA4038308	qiita_sid_10172:10172.5285	Staff 09-D.Shirt Hem.136	7/10/13	136	Shirt Hem	Staff 09-D	HiSeq1_8	anthropogenic environmental material	Staff_Surface	5884441
ERR1460886	SAMEA4038309	qiita_sid_10172:10172.5290	R10014.Glove from Glove Box.136	7/10/13	136	Glove from Glove Box	R10014	HiSeq1_8	surface layer	Glove	4451231
ERR1460887	SAMEA4038310	qiita_sid_10172:10172.5291	R10014.Floor.136	7/10/13	136	Floor	R10014	HiSeq1_8	surface layer	Room_Surface	6296038
ERR1460888	SAMEA4038311	qiita_sid_10172:10172.5292	R10014.Cold Tap Faucet Handle.136	7/10/13	136	Cold Tap Faucet Handle	R10014	HiSeq1_8	surface layer	Room_Surface	5295358
ERR1460889	SAMEA4038312	qiita_sid_10172:10172.5293	R10015.Hand.136	7/10/13	136	Hand	R10015	HiSeq1_8	sebum	Patient_Skin	6104143
ERR1460890	SAMEA4038313	qiita_sid_10172:10172.5294	R10015.Nose.136	7/10/13	136	Nose	R10015	HiSeq1_8	sebum	Patient_Skin	4241633
